id	seqName	strand	first	last	LENGTH	type	name	commonName	sense name	source	overlapXu	 wt 15' 0.4M - wt 0	hog1Δ 15' 0.4M -  hog1Δ 0	 wt 100' 1.2M - wt 0	hog1Δ 100' 1.2M -  hog1Δ 0
1056	4	+	952717	954133	1416	ORF-T	YDR245W	MNN10		SteinmetzLab	ST0623	-1.4606473349	-1.7528121292	-1.7887181645	-1.1153297913
2745	7	-	379719	381327	1608	ORF-T	YGL065C	ALG2		SteinmetzLab	ST4847	-1.4612542215	-1.2261649117	-1.5277915843	1.1454643586
4580	12	+	141065	142985	1920	ORF-T	YLL004W	ORC3		SteinmetzLab	ST2147	-1.4613151487	-1.7608088816	-1.5143419947	-1.6456168841
6019	14	+	695588	697516	1928	ORF-T	YNR038W	DBP6		SteinmetzLab	ST2944	-1.4614815442	-1.2276008933	-1.5787969037	1.2400502764
1173	4	+	1319445	1319757	312	CUTs	CUT092	CUT092		SteinmetzLab	ST0735	-1.4615589715	1.1605528875	-1.2225137417	-1.3822054145
7325	16	-	43237	44485	1248	ORF-T	YPL264C	YPL264C		SteinmetzLab	ST6975	-1.4617307812	1.2727832276	-1.3021427196	1.1776205456
2859	7	-	727951	729783	1832	ORF-T	YGR119C	NUP57		SteinmetzLab	ST4953	-1.4621689349	1.1776197598	-1.5032712947	-1.0929149907
6178	14	-	441207	442511	1304	ORF-T	YNL097C	PHO23		SteinmetzLab	ST6535	-1.4622384098	1.1349709945	-1.3189821474	1.0966353058
1092	4	+	1080797	1081045	248	SUTs	SUT066	SUT066	SUM1	SteinmetzLab	ST0657	-1.4627799676	2.0244820868	1.5109575379	1.4993499704
6846	15	-	632862	633646	784	ORF-T	YOR159C	SME1		SteinmetzLab	ST6824	-1.4628607408	1.0219589866	-1.3168672525	1.2773090034
482	2	-	469644	474028	4384	ORF-T	YBR115C	LYS2		SteinmetzLab	ST3817	-1.4634854226	-1.4844394107	-2.4374207856	-1.0513770794
6319	15	+	112042	113146	1104	ORF-T	YOL107W	YOL107W		SteinmetzLab	ST3007	-1.4636759954	1.0048961739	-2.2212851365	1.4032948406
4524	11	-	533608	535064	1456	ORF-T	YKR053C	YSR3		SteinmetzLab	ST5802	-1.4640208564	1.0228151552	-1.3109375298	1.0417975794
1995	5	-	238141	239405	1264	ORF-T	YER044C-A	MEI4		SteinmetzLab	ST4560	-1.4640597312	1.217600351	-1.2436836673	1.0978757075
1292	4	-	173933	174637	704	other	YDL158C, YDL157C	YDL158C, YDL157C		SteinmetzLab	ST4060	-1.4644028882	1.0584259506	-1.4168537024	1.0409927754
1091	4	+	1075813	1077965	2152	ORF-T	YDR307W	YDR307W		SteinmetzLab	ST0656	-1.4651467957	1.107041237	-1.4989924028	1.0597568205
3128	8	+	402930	406218	3288	ORF-T	YHR154W	RTT107		SteinmetzLab	ST1519	-1.465570868	-1.2490956291	-2.7885605218	-1.3574806046
1133	4	+	1212773	1213629	856	ORF-T	YDR367W	YDR367W		SteinmetzLab	ST0696	-1.4659893329	-1.6946820962	-1.7372418647	1.126878657
6021	14	+	701852	703244	1392	ORF-T	YNR043W	MVD1		SteinmetzLab	ST2946	-1.4662220067	-1.0440627598	-1.4418949043	1.544412258
7265	16	+	797499	797851	352	ORF-T	YPR133W-A	TOM5		SteinmetzLab	ST3585	-1.4662850793	1.4827031776	-1.5353601759	1.4341468231
3178	8	-	7957	11029	3072	other	YHLComega1, YHL047C	YHLComega1, ARN2		SteinmetzLab	ST5077	-1.4668430711	-1.2477696936	-1.572152508	-1.3944563153
977	4	+	671228	673436	2208	ORF-T	YDR108W	GSG1		SteinmetzLab	ST0546	-1.4669107995	-1.276847334	-1.9654454689	-1.264722189
3762	10	+	434920	435112	192	SUTs	SUT212	SUT212		SteinmetzLab	ST1820	-1.4671855179	1.0618346072	-1.0834688903	-1.2981226387
1024	4	+	836365	838165	1800	ORF-T	YDR188W	CCT6		SteinmetzLab	ST0593	-1.4672835191	-1.2167728784	-1.4712569578	1.476198936
6387	15	+	303418	304594	1176	SUTs	SUT358	SUT358	HTZ1	SteinmetzLab	ST3070	-1.4674426546	1.0879546926	-2.3524732193	-1.4149939556
1549	4	-	977417	979281	1864	ORF-T	YDR261C	EXG2		SteinmetzLab	ST4308	-1.4685103331	-1.2214805507	-3.0758461129	-1.0112668278
4998	12	-	447949	448389	440	ORF-T	YLR154C	RNH203		SteinmetzLab	ST5963	-1.4689899575	1.2527324805	-2.4777491728	1.1416347904
6735	15	-	310998	312462	1464	ORF-T	YOL007C	CSI2		SteinmetzLab	ST6716	-1.4690624222	1.1987577094	-2.5806580334	-1.1613983207
4601	12	+	204921	208569	3648	ORF-T	YLR032W	RAD5		SteinmetzLab	ST2168	-1.4691208841	1.0438651648	-1.6550591888	-1.1542567267
1191	4	+	1369653	1379693	10040	ORF-T	YDR457W	TOM1		SteinmetzLab	ST0753	-1.4692824571	-1.4146734067	-1.9758954343	1.1370178656
103	2	+	40785	43145	2360	ORF-T	YBL097W	BRN1		SteinmetzLab	ST0051	-1.4695394323	1.293050361	-1.3807947994	-1.0890287573
3767	10	+	449184	450736	1552	ORF-T	YJR006W	POL31		SteinmetzLab	ST1825	-1.4695570771	1.1303791524	-2.1453720636	1.2899650488
3365	9	+	47673	48057	384	other	YIL156W-A, YIL156W-B	YIL156W-A, YIL156W-B		SteinmetzLab	ST1577	-1.469872165	1.0736175418	-1.4488204949	-1.244266275
5915	14	+	427571	429803	2232	ORF-T	YNL103W	MET4		SteinmetzLab	ST2844	-1.4699909533	-1.0381315901	-2.8218587652	-1.5836553109
6253	14	-	695000	695360	360	ORF-T	YNR037C	RSM19		SteinmetzLab	ST6599	-1.4700293395	1.8655653884	-2.3651420294	1.5416394137
7010	16	+	52977	53465	488	SUTs	SUT390	SUT390		SteinmetzLab	ST3335	-1.4703792515	1.3368197463	1.6219586325	1.2184569701
117	2	+	101871	105223	3352	ORF-T	YBL063W	KIP1		SteinmetzLab	ST0065	-1.4705381696	-1.2323337001	-2.186082037	-1.1888024835
1569	4	-	1036633	1037001	368	CUTs	CUT520	CUT520		SteinmetzLab	ST4326	-1.470651971	1.1140537884	-1.3257611309	-1.2998527354
5316	13	+	397041	399569	2528	ORF-T	YMR063W, YMR064W	RIM9, AEP1		SteinmetzLab	ST2550	-1.4707600209	1.015485032	-1.9348197409	-1.1478999756
6729	15	-	282334	285470	3136	ORF-T	YOL021C	DIS3		SteinmetzLab	ST6710	-1.4709034235	-1.0633549046	-1.8259152354	1.007837884
126	2	+	132423	133871	1448	ORF-T	YBL046W	PSY4		SteinmetzLab	ST0073	-1.4716584041	1.030609952	1.1056405405	-1.1059867545
5469	13	+	854745	855393	648	ORF-T	YMR292W	GOT1		SteinmetzLab	ST2694	-1.4723429635	-1.3906611661	-1.4223395903	1.6434041534
1190	4	+	1367429	1369461	2032	ORF-T	YDR456W	NHX1		SteinmetzLab	ST0752	-1.4725893321	-1.0268352496	-1.141504565	1.5840700837
2481	7	+	634251	635483	1232	ORF-T	YGR072W	UPF3		SteinmetzLab	ST1246	-1.472678629	-1.1551520253	-1.6035124893	-1.1269115305
6872	15	-	718438	720246	1808	ORF-T	YOR198C	BFR1		SteinmetzLab	ST6849	-1.4727221803	-1.2624097347	-2.4583989009	-1.7413208865
1390	4	-	443805	444197	392	SUTs	SUT465	SUT465		SteinmetzLab	ST4154	-1.4735998156	1.7910866939	-1.3008172894	1.0720896871
2351	7	+	288443	289419	976	ORF-T	YGL117W	YGL117W		SteinmetzLab	ST1124	-1.4742955703	1.0766315971	1.59696579	1.2527035201
1111	4	+	1146269	1147245	976	ORF-T	YDR337W	MRPS28		SteinmetzLab	ST0676	-1.4743267609	-1.6003060691	-1.9663668064	-1.1687620033
4431	11	-	307727	307903	176	other	tV(AAC)K1	tV(AAC)K1		FrancescLab	NA	-1.4744073114	1.8208401478	2.8106259664	4.1058566655
2529	7	+	751419	752435	1016	SUTs	SUT130	SUT130		SteinmetzLab	ST1290	-1.474833359	-1.0888569839	1.2084873814	-1.0691137049
6997	16	+	24961	26121	1160	ORF-T	YPL273W	SAM4		SteinmetzLab	ST3322	-1.4748343172	-1.1875376845	-2.1753367646	1.226935839
7253	16	+	753235	754347	1112	ORF-T	YPR114W	YPR114W		SteinmetzLab	ST3573	-1.474834804	-1.1690077312	-1.5897168348	1.3173868546
6585	15	+	870123	874227	4104	ORF-T	YOR296W	YOR296W		SteinmetzLab	ST3264	-1.4749307559	1.0327801994	-2.7450910451	-1.3169296108
3978	10	-	339812	342260	2448	SUTs	SUT632	SUT632	IRC8	SteinmetzLab	ST5494	-1.4749567461	-1.0284940389	-1.7124565767	1.2630773736
4616	12	+	259761	260945	1184	SUTs	SUT255	SUT255	REX2	SteinmetzLab	ST2183	-1.4751116539	1.1210646913	-1.8250123136	-1.2447231552
855	4	+	286993	289601	2608	ORF-T	YDL095W	PMT1		SteinmetzLab	ST0433	-1.4751271342	-1.2244461783	-1.5509380159	1.246075587
6650	15	-	28663	31685	3022	ORF-T	YOL155C	HPF1		SteinmetzLab	ST6633	-1.4756877368	1.0540314451	-2.5043965569	1.1744075184
2558	7	+	824003	827339	3336	ORF-T	YGR162W	TIF4631		SteinmetzLab	ST1315	-1.4757798774	-1.2281607029	-2.8149224974	-1.1858290612
139	2	+	172503	174687	2184	ORF-T	YBL024W	NCL1		SteinmetzLab	ST0086	-1.4762013619	-1.3859540321	-1.477148277	-1.077851997
691	3	-	44581	46941	2360	ORF-T	YCL045C	YCL045C		SteinmetzLab	ST3932	-1.4763863578	-1.2357642804	-1.9728376033	-1.026081891
704	3	-	82358	82582	224	other	tE(UUC)C	tE(UUC)C		FrancescLab	NA	-1.4773701298	1.2630875709	1.3011734094	2.1938363379
1113	4	+	1153877	1154069	192	CUTs	CUT083	CUT083		SteinmetzLab	ST0678	-1.4774624546	-1.4196933531	-1.1730212506	-1.4786896019
5013	12	-	516533	517757	1224	ORF-T	YLR181C	VTA1		SteinmetzLab	ST5978	-1.4775553445	-1.1660052643	-2.1311326508	-1.5805184185
2904	7	-	850919	853439	2520	ORF-T	YGR178C	PBP1		SteinmetzLab	ST4997	-1.4776842236	-1.1454567887	-2.0215804547	1.1625829388
1774	5	+	121449	122385	936	ORF-T	YEL018W	EAF5		SteinmetzLab	ST0839	-1.477976949	-1.0602487908	-1.5731157308	-1.4398626678
5600	13	-	367973	370557	2584	ORF-T	YMR049C	ERB1		SteinmetzLab	ST6239	-1.4780279326	-1.1750322384	-2.2010068179	1.0231342532
6958	15	-	946119	949247	3128	ORF-T	YOR335C	ALA1		SteinmetzLab	ST6932	-1.4784231988	-1.3623413743	-2.4487622122	-1.0402183732
5053	12	-	641357	642381	1024	SUTs	SUT701	SUT701	SYM1	SteinmetzLab	ST6015	-1.4786489914	1.7563278568	-2.0419907863	-1.2341811864
4211	11	+	322707	325179	2472	ORF-T	YKL062W	MSN4		SteinmetzLab	ST2013	-1.4786525556	2.1540667756	-1.6682334192	1.0577397073
1195	4	+	1386765	1388533	1768	ORF-T	YDR463W	STP1		SteinmetzLab	ST0757	-1.4799250419	1.2953374018	-1.4558192028	-1.061820622
4983	12	-	394629	395597	968	ORF-T	YLR126C	YLR126C		SteinmetzLab	ST5948	-1.480010496	1.0094815725	-1.2781066512	1.6553617127
2489	7	+	656699	659827	3128	ORF-T	YGR089W	NNF2		SteinmetzLab	ST1253	-1.4801841858	-1.2373203767	-2.7377854122	-1.42840424
7180	16	+	565283	565571	288	CUTs	CUT423	CUT423		SteinmetzLab	ST3505	-1.4801844415	1.0874934849	-1.2831929834	1.0078396917
47	1	+	184831	186735	1904	ORF-T	YAR028W, YAR029W	YAR028W, YAR029W		SteinmetzLab	ST0044	-1.4811462367	-1.0241551043	-1.6381962892	-1.3252936383
4348	11	-	70400	73904	3504	ORF-T	YKL197C	PEX1		SteinmetzLab	ST5633	-1.4814800989	-1.0504193221	-1.6976577543	1.0009088015
864	4	+	310457	311153	696	CUTs	CUT054	CUT054		SteinmetzLab	ST0442	-1.4815799322	1.5377711329	1.1895168639	1.6998255244
7515	16	-	600639	603583	2944	ORF-T	YPR021C	AGC1		SteinmetzLab	ST7160	-1.4819967213	-1.4670187624	-3.7738761107	-1.0641619337
1404	4	-	488790	488902	112	other	tV(UAC)D	tV(UAC)D		FrancescLab	NA	-1.4821123211	1.6556053723	2.6084166412	10.5611237666
2212	6	-	114949	115773	824	ORF-T	YFL010C	WWM1		SteinmetzLab	ST4697	-1.4823115732	1.1678230174	-1.0992836699	1.6768319737
3188	8	-	50013	50517	504	CUTs	CUT637	CUT637		SteinmetzLab	ST5087	-1.4825056573	1.2369577901	1.0371161417	1.2963571084
4449	11	-	342359	345487	3128	ORF-T	YKL050C	YKL050C		SteinmetzLab	ST5731	-1.4828418642	-1.1408552028	-1.4886320279	-1.3825733986
2744	7	-	374135	374863	728	ORF-T	YGL070C	RPB9		SteinmetzLab	ST4846	-1.4833605246	-1.2684747957	-1.3196601417	1.1156471602
6187	14	-	476847	478207	1360	ORF-T	YNL080C	EOS1		SteinmetzLab	ST6542	-1.4839384983	-1.0478150802	-1.8062347874	-1.2256127562
4749	12	+	673073	674377	1304	ORF-T	YLR264W	RPS28B		SteinmetzLab	ST2309	-1.4845491342	-1.9130883425	1.7255138604	1.6464643321
3297	8	-	356285	358133	1848	SUTs	SUT587	SUT587	NDT80	SteinmetzLab	ST5188	-1.4846020139	1.7172292654	-1.3158567748	1.9340231538
5029	12	-	570621	571909	1288	ORF-T	YLR215C	CDC123		SteinmetzLab	ST5994	-1.4850485056	-1.0520722757	-1.8555636419	-1.078046517
3612	9	-	393637	397101	3464	other	YIR019C, YIR020C	MUC1, YIR020C		SteinmetzLab	ST5361	-1.485153515	-1.0983323024	-2.213269775	-1.2937038892
286	2	+	645072	645272	200	other	tE(UUC)B	tE(UUC)B		FrancescLab	NA	-1.4851987298	1.1785634558	1.2544024196	2.1580339189
1710	4	-	1461665	1461865	200	other	tL(CAA)D	tL(CAA)D		FrancescLab	NA	-1.4857492609	2.2466042576	3.8342340774	5.69995995
3373	9	+	85121	87945	2824	ORF-T	YIL141W, YIL140W	YIL141W, AXL2		SteinmetzLab	ST1585	-1.4859523181	-1.0546417991	-2.153899175	1.048023162
5873	14	+	323747	325163	1416	ORF-T	YNL165W	YNL165W		SteinmetzLab	ST2803	-1.4861891619	-1.8373393031	-1.7317689472	-1.0271630075
2910	7	-	859895	866159	6264	ORF-T	YGR184C	UBR1		SteinmetzLab	ST5002	-1.4866581562	-1.1458811765	-2.1143061971	-1.097679195
708	3	-	102014	103406	1392	ORF-T	YCL011C	GBP2		SteinmetzLab	ST3947	-1.4868230522	1.1295421394	-1.3873595182	1.2460545942
2846	7	-	682327	687711	5384	ORF-T	YGR098C	ESP1		SteinmetzLab	ST4942	-1.4872748648	-1.9556996283	-2.1872724034	-1.2303062162
3362	9	+	40209	41633	1424	SUTs	SUT177	SUT177	POT1	SteinmetzLab	ST1574	-1.4881294996	1.5057217501	-2.2459889806	1.1541910957
3177	8	+	523060	525436	2376	ORF-T	YHR211W	FLO5		SteinmetzLab	ST1567	-1.4883309372	-1.6971833528	-2.2747343836	-1.5177482834
2980	7	-	1045566	1046598	1032	ORF-T	YGR277C	YGR277C		SteinmetzLab	ST5067	-1.4885362095	-1.264826031	-2.2768034594	1.3111814793
2162	6	+	191769	193817	2048	other	YFR020W	YFR020W		SteinmetzLab	ST1016	-1.4888436844	1.4763029258	-1.725358029	1.1672244515
2038	5	-	333045	335293	2248	ORF-T	YER088C	DOT6		SteinmetzLab	ST4601	-1.4888700718	1.07891632	-3.7795130575	-1.4009007004
711	3	-	105582	106878	1296	ORF-T	YCL008C	STP22		SteinmetzLab	ST3950	-1.4890415272	1.4845321718	-1.1146014317	1.145410586
5418	13	+	684409	685905	1496	ORF-T	YMR208W	ERG12		SteinmetzLab	ST2646	-1.4890958482	-1.2845932326	-2.4381200547	-1.2340756268
2362	7	+	313195	314371	1176	ORF-T	YGL100W	SEH1		SteinmetzLab	ST1135	-1.4891667227	-1.1795602537	-2.1863052428	1.1387819386
4345	11	-	55645	63552	7907	ORF-T	YKL203C	TOR2		SteinmetzLab	ST5630	-1.4893869356	-1.3236655218	-2.0879181033	-1.1014308263
7296	16	+	878547	880147	1600	ORF-T	YPR169W	JIP5		SteinmetzLab	ST3610	-1.4897080502	-1.2103583203	-1.6206180114	-1.395219271
3213	8	-	115390	115942	552	ORF-T	YHR005C-A	MRS11		SteinmetzLab	ST5111	-1.4902305803	-1.8832233452	-1.5436085906	1.2214185136
7074	16	+	243153	244225	1072	SUTs	SUT397	SUT397	YPL162C	SteinmetzLab	ST3399	-1.4903413654	3.9059851943	-1.3755111311	1.4915728305
2752	7	-	401471	401615	144	other	tE(UUC)G2	tE(UUC)G2		FrancescLab	NA	-1.4905019571	1.2675910434	1.3113884597	2.1742779718
2590	7	+	922115	922603	488	ORF-T	YGR215W	RSM27		SteinmetzLab	ST1346	-1.4905388878	1.1357323887	-2.1602882919	-1.2605701574
377	2	-	150331	151235	904	ORF-T	YBL036C	YBL036C		SteinmetzLab	ST3717	-1.4909418341	-1.1847634275	-1.1966042459	-1.0883768103
847	4	+	248201	251305	3104	ORF-T	YDL117W	CYK3		SteinmetzLab	ST0425	-1.4912303964	-1.3127813009	-2.9245982641	-1.6482484251
1513	4	-	832745	835585	2840	ORF-T	YDR186C	YDR186C		SteinmetzLab	ST4273	-1.4912398501	-1.0097813799	-1.7436792495	-1.4467942286
3466	9	+	364849	365497	648	ORF-T	YIR005W	IST3		SteinmetzLab	ST1672	-1.4915966002	-1.466270636	1.4648144849	-1.3810295239
5919	14	+	440779	441275	496	SUTs	SUT333	SUT333		SteinmetzLab	ST2848	-1.4927699031	-1.1370350605	-1.0824524683	1.7539002109
2448	7	+	543571	544323	752	ORF-T	YGR029W	ERV1		SteinmetzLab	ST1215	-1.4928545013	1.6264219825	-1.9142014961	1.2759232515
4705	12	+	537249	538569	1320	ORF-T	YLR191W	PEX13		SteinmetzLab	ST2267	-1.4930654119	1.0433104542	-2.4131612981	-1.0034960855
5597	13	-	352413	353021	608	CUTs	CUT767	CUT767		SteinmetzLab	ST6236	-1.4932886881	1.2086536285	-1.0816716904	-1.0029364954
2628	7	+	1052594	1057466	4872	ORF-T	YGR281W	YOR1		SteinmetzLab	ST1382	-1.4935475458	-1.0766008551	-2.7407585848	-1.2366800843
5905	14	+	394651	397683	3032	ORF-T	YNL123W	NMA111		SteinmetzLab	ST2834	-1.4939484202	-1.3281195559	-1.812403196	1.0359497751
2856	7	-	713479	714975	1496	SUTs	SUT557	SUT557	YGR110W	SteinmetzLab	ST4950	-1.4940373455	1.3579947491	-2.1229844522	-1.0003421088
1654	4	-	1291081	1292145	1064	SUTs	SUT490	SUT490		SteinmetzLab	ST4404	-1.4941355684	1.1320132611	-1.3885427009	1.1876602156
4592	12	+	179985	181737	1752	ORF-T	YLR019W	PSR2		SteinmetzLab	ST2159	-1.4941687376	1.0555522796	-2.0617553059	-1.1790839251
6096	14	-	171327	172303	976	ORF-T	YNL252C	MRPL17		SteinmetzLab	ST6455	-1.494218942	-1.4833340348	-2.5897518069	-1.6443029368
541	2	-	666612	668388	1776	ORF-T	YBR222C	PCS60		SteinmetzLab	ST3873	-1.4942261756	1.3909295379	-1.5214455013	1.6105215738
7221	16	+	673667	674803	1136	ORF-T	YPR058W	YMC1		SteinmetzLab	ST3543	-1.4949198725	-1.4981379952	-1.8561131636	1.2654459841
7421	16	-	331829	335717	3888	ORF-T	YPL115C	BEM3		SteinmetzLab	ST7069	-1.4951431173	-1.2065525642	-2.850026313	-1.2003816542
1548	4	-	976313	977273	960	ORF-T	YDR260C	SWM1		SteinmetzLab	ST4307	-1.4951486351	-1.2401040829	-1.3324191572	1.4750679215
5780	14	+	31889	33297	1408	ORF-T	YNL323W	LEM3		SteinmetzLab	ST2712	-1.4960321527	-1.0880531386	-1.9803640416	-1.3266634257
4000	10	-	415860	416084	224	other	tW(CCA)J	tW(CCA)J		FrancescLab	NA	-1.4963916569	1.87972509	2.4266451702	4.2685599556
7571	16	-	769111	769319	208	other	tK(UUU)P	tK(UUU)P		FrancescLab	NA	-1.4965899343	1.6407399943	3.3845195992	4.591169856
5619	13	-	426309	429709	3400	ORF-T	YMR080C	NAM7		SteinmetzLab	ST6255	-1.4966881911	-1.5548271353	-2.4174908746	1.0590951072
6396	15	+	326802	329146	2344	ORF-T	YOR001W	RRP6		SteinmetzLab	ST3079	-1.4966970185	-1.532490468	-2.833880465	-1.2646972851
2978	7	-	1039830	1043134	3304	ORF-T	YGR274C	TAF1		SteinmetzLab	ST5065	-1.4967341973	-1.5328788409	-1.9891188619	-1.5062660412
5312	13	+	388769	390865	2096	ORF-T	YMR058W	FET3		SteinmetzLab	ST2546	-1.4968530773	-1.0475210698	-1.1104592118	1.1266228871
5616	13	-	420509	420701	192	other	tV(AAC)M2	tV(AAC)M2		FrancescLab	NA	-1.4991111679	1.9326889382	2.8026509499	4.2371261207
2986	7	-	1061814	1063190	1376	ORF-T	YGR285C	ZUO1		SteinmetzLab	ST5073	-1.4992797252	-1.3003222433	-1.5878360393	-1.1089098071
4711	12	+	552241	552809	568	ORF-T	YLR204W	QRI5		SteinmetzLab	ST2273	-1.4994978985	1.1284764324	-1.9726192654	1.1578323187
7375	16	-	188093	188637	544	ORF-T	YPL189C-A	YPL189C-A		SteinmetzLab	ST7025	-1.4995400694	-1.1850324278	1.3813082445	1.12263554
1413	4	-	509671	512255	2584	ORF-T	YDR034C	LYS14		SteinmetzLab	ST4176	-1.4995877213	-1.085303008	-2.2621264168	-1.5653390501
5517	13	-	95685	97533	1848	ORF-T	YML086C	ALO1		SteinmetzLab	ST6162	-1.4996496993	-1.2935093728	-1.9672716853	-1.0555926038
4970	12	-	346957	348229	1272	ORF-T	YLR105C	SEN2		SteinmetzLab	ST5935	-1.4998808069	-1.1379486596	-2.8385281733	-1.190107152
6871	15	-	715326	716886	1560	ORF-T	YOR196C	LIP5		SteinmetzLab	ST6848	-1.4999037202	-1.0889967302	-1.2143589413	1.0774135343
3143	8	+	448146	451298	3152	ORF-T	YHR172W	SPC97		SteinmetzLab	ST1534	-1.5000046054	-1.2846042824	-1.8469672634	-1.1863719085
247	2	+	533600	534960	1360	ORF-T	YBR145W	ADH5		SteinmetzLab	ST0183	-1.5001047731	-1.326746996	-1.649099721	-1.2649854355
6410	15	+	361346	363898	2552	ORF-T	YOR017W	PET127		SteinmetzLab	ST3093	-1.5003504223	1.0544431982	-2.5677205558	-1.1770399305
3974	10	-	325940	327924	1984	ORF-T	YJL058C	BIT61		SteinmetzLab	ST5490	-1.5007046964	-1.2754868971	-2.0376652952	-1.3410711347
6923	15	-	846199	847183	984	ORF-T	YOR281C	PLP2		SteinmetzLab	ST6900	-1.500810871	-1.3310090797	-1.2285941726	-1.1736268727
4310	11	+	605237	608013	2776	SUTs	SUT241	SUT241		SteinmetzLab	ST2106	-1.5008127884	-1.3789460868	-1.2966969782	-1.0239582381
6247	14	-	672976	674736	1760	other	YNR025C, YNR026C	YNR025C, SEC12		SteinmetzLab	ST6593	-1.5011924583	-1.0508120226	-1.9347494332	-1.0348690681
1937	5	-	53813	56181	2368	ORF-T	YEL053C	MAK10		SteinmetzLab	ST4503	-1.5012914339	-1.7084208547	-2.2025593772	-1.1241021806
5307	13	+	366969	367969	1000	ORF-T	YMR048W	CSM3		SteinmetzLab	ST2541	-1.5016233222	1.3200221406	-1.1723499614	-1.0184676292
1789	5	+	159337	160489	1152	ORF-T	YER004W	FMP52		SteinmetzLab	ST0853	-1.5016661218	1.0171062316	1.155026716	1.8319143572
699	3	-	65773	68389	2616	ORF-T	YCL030C	HIS4		SteinmetzLab	ST3940	-1.5017947743	-1.4109956746	-2.1932086524	-1.2168025073
1791	5	+	162681	164385	1704	ORF-T	YER006W	NUG1		SteinmetzLab	ST0855	-1.5018802591	-1.2356127903	-1.6083474615	1.0090217918
2762	7	-	428591	428671	80	SUTs	SUT547	SUT547		SteinmetzLab	ST4861	-1.5020635599	1.2642124236	1.5161606373	1.6414692374
5673	13	-	586581	586789	208	other	tV(AAC)M3	tV(AAC)M3		FrancescLab	NA	-1.5021366359	2.020841559	2.6766253333	4.2737167122
7434	16	-	363327	364087	760	ORF-T	YPL099C	FMP14		SteinmetzLab	ST7081	-1.5023412409	1.042236572	-1.1423730979	-1.2360903236
3254	8	-	218869	219925	1056	ORF-T	YHR058C	MED6		SteinmetzLab	ST5147	-1.5029295824	1.5295328614	-1.0577194082	1.1357421321
558	2	-	714764	716556	1792	ORF-T	YBR248C	HIS7		SteinmetzLab	ST3890	-1.5030295665	-1.3603858846	-1.8528569089	1.0236238544
106	2	+	46785	47129	344	SUTs	SUT005	SUT005	SCS22	SteinmetzLab	ST0054	-1.5032926858	1.6297931267	-1.508141959	1.6372593241
5908	14	+	408291	410019	1728	ORF-T	YNL116W	DMA2		SteinmetzLab	ST2837	-1.5036312614	1.1561072484	1.1491115147	1.3494557438
147	2	+	202015	203440	1425	ORF-T	YBL013W	FMT1		SteinmetzLab	ST0092	-1.5038166716	1.3586622587	-1.2904525705	1.2201435585
1097	4	+	1093733	1095133	1400	ORF-T	YDR316W	OMS1		SteinmetzLab	ST0662	-1.50406334	1.8447707508	-1.2929163887	-1.2530240044
5466	13	+	845553	848513	2960	ORF-T	YMR288W	HSH155		SteinmetzLab	ST2691	-1.5042677109	-1.8302092446	-1.4908009004	-1.3472695043
6877	15	-	729710	733510	3800	ORF-T	YOR207C	RET1		SteinmetzLab	ST6854	-1.5050577438	-1.369206719	-1.9290422262	1.0907619071
3243	8	-	188918	189870	952	ORF-T	YHR041C	SRB2		SteinmetzLab	ST5136	-1.5052577154	-1.3391286143	1.0542836293	1.8826704311
4574	12	+	116305	121177	4872	ORF-T	YLL015W	BPT1		SteinmetzLab	ST2141	-1.505444516	-1.4721195506	-2.1607132049	-1.4112692655
1803	5	+	192849	194297	1448	ORF-T	YER019W	ISC1		SteinmetzLab	ST0866	-1.5056282926	1.3190394515	-1.4095365893	-1.0607424838
3590	9	-	325221	325605	384	ORF-T	YIL014C-A	YIL014C-A		SteinmetzLab	ST5341	-1.5056399379	-1.3006333422	-1.239889663	-1.2039080043
2528	7	+	750379	751379	1000	ORF-T	YGR129W	SYF2		SteinmetzLab	ST1289	-1.5056693168	1.3376034871	1.1230669411	1.2921597536
3807	10	+	573928	575344	1416	ORF-T	YJR075W	HOC1		SteinmetzLab	ST1862	-1.505904466	-1.0355617445	-2.2648058602	1.0582603348
1629	4	-	1225065	1226521	1456	ORF-T	YDR375C	BCS1		SteinmetzLab	ST4380	-1.5059691175	-1.2478889365	-2.2667913412	-1.0640943728
4579	12	+	136521	139777	3256	ORF-T	YLL006W	MMM1		SteinmetzLab	ST2146	-1.5065650747	-1.1910283644	-2.1880034345	-1.1790305024
1668	4	-	1338257	1339409	1152	SUTs	SUT491	SUT491		SteinmetzLab	ST4418	-1.5069279889	-1.2218706286	-1.2515280987	1.010438581
4969	12	-	343965	346013	2048	ORF-T	YLR103C	CDC45		SteinmetzLab	ST5934	-1.5070411762	-1.16250257	-1.7562748373	-1.2477151687
6550	15	+	780890	781602	712	ORF-T	YOR236W	DFR1		SteinmetzLab	ST3229	-1.5072160868	-1.4262942448	-2.3143606633	-1.0647946867
5426	13	+	712297	713849	1552	ORF-T	YMR220W	ERG8		SteinmetzLab	ST2654	-1.5072815076	-1.2463229744	-1.9244377726	1.0927562861
788	4	+	74873	76985	2112	SUTs	SUT_FS0015	SUT_FS0015		FrancescLab	NA	-1.5073367238	1.589177597	-1.8160761821	1.0125324347
2914	7	-	876567	878423	1856	ORF-T	YGR189C	CRH1		SteinmetzLab	ST5006	-1.507445026	-1.0549634372	-1.6323832589	1.0338131379
