ensembl_gene	associated_gene_name	salt_HeLa
ENSG00000271851	AC087501.4	unresponsive
ENSG00000166596	CFAP52	unresponsive
ENSG00000265349	AC118755.2	unresponsive
ENSG00000154914	USP43	unresponsive
ENSG00000282882	AC027045.2	unresponsive
ENSG00000184544	DHRS7C	unresponsive
ENSG00000283025	AC027045.3	unresponsive
ENSG00000065325	GLP2R	unresponsive
ENSG00000265593	NPM1P45	unresponsive
ENSG00000109047	RCVRN	unresponsive
ENSG00000007237	GAS7	upregulated
ENSG00000109063	MYH3	upregulated
ENSG00000261433	AC002347.1	unresponsive
ENSG00000133028	SCO1	unresponsive
ENSG00000263388	AC002347.2	unresponsive
ENSG00000170222	ADPRM	unresponsive
ENSG00000187824	TMEM220	unresponsive
ENSG00000264176	MAGOH2P	unresponsive
ENSG00000154957	ZNF18	unresponsive
ENSG00000065559	MAP2K4	unresponsive
ENSG00000263648	AC005244.1	unresponsive
ENSG00000179136	LINC00670	unresponsive
ENSG00000141052	MYOCD	unresponsive
ENSG00000265489	AC005358.2	unresponsive
ENSG00000006740	ARHGAP44	unresponsive
ENSG00000263707	AC005277.1	unresponsive
ENSG00000006744	ELAC2	unresponsive
ENSG00000153976	HS3ST3A1	unresponsive
ENSG00000236088	COX10-AS1	unresponsive
ENSG00000141028	CDRT15P1	unresponsive
ENSG00000006695	COX10	unresponsive
ENSG00000231595	AC005224.1	unresponsive
ENSG00000223510	CDRT15	unresponsive
ENSG00000262786	AC005224.2	unresponsive
ENSG00000125430	HS3ST3B1	unresponsive
ENSG00000266709	AC005224.4	unresponsive
ENSG00000266378	AC005224.3	unresponsive
ENSG00000205325	AC005863.1	downregulated
ENSG00000109099	PMP22	unresponsive
ENSG00000279660	AC005703.6	unresponsive
ENSG00000125409	TEKT3	upregulated
ENSG00000239704	CDRT4	unresponsive
ENSG00000175106	TVP23C	unresponsive
ENSG00000223878	PPIAP53	unresponsive
ENSG00000266538	AC005838.2	upregulated
ENSG00000241322	CDRT1	upregulated
ENSG00000251537	AC005324.3	upregulated
ENSG00000252129	RF00090	unresponsive
ENSG00000223544	AC005838.1	unresponsive
ENSG00000221926	TRIM16	unresponsive
ENSG00000266261	AC005324.5	unresponsive
ENSG00000187607	ZNF286A	unresponsive
ENSG00000233966	UBE2SP1	unresponsive
ENSG00000179277	MEIS3P1	unresponsive
ENSG00000265519	AC015922.2	unresponsive
ENSG00000276855	AC015922.3	unresponsive
ENSG00000170425	ADORA2B	unresponsive
ENSG00000214941	ZSWIM7	unresponsive
ENSG00000011295	TTC19	unresponsive
ENSG00000275413	AC002553.2	unresponsive
ENSG00000141027	NCOR1	unresponsive
ENSG00000227782	AC002553.1	unresponsive
ENSG00000108474	PIGL	unresponsive
ENSG00000166582	CENPV	unresponsive
ENSG00000170315	UBB	unresponsive
ENSG00000265401	AC093484.3	unresponsive
ENSG00000187688	TRPV2	unresponsive
ENSG00000175061	LRRC75A-AS1	unresponsive
ENSG00000266651	AC093484.4	downregulated
ENSG00000181350	LRRC75A	unresponsive
ENSG00000141040	ZNF287	unresponsive
ENSG00000235554	AC005822.1	unresponsive
ENSG00000197566	ZNF624	downregulated
ENSG00000170160	CCDC144A	unresponsive
ENSG00000226478	UPF3AP1	unresponsive
ENSG00000188933	USP32P1	unresponsive
ENSG00000266129	SRP68P1	unresponsive
ENSG00000264673	AC098850.1	unresponsive
ENSG00000266486	NA	unresponsive
ENSG00000131885	KRT17P1	unresponsive
ENSG00000283033	AC022596.2	unresponsive
ENSG00000260328	AC104024.2	downregulated
ENSG00000133030	MPRIP	unresponsive
ENSG00000225442	MPRIP-AS1	unresponsive
ENSG00000263624	AC055811.1	unresponsive
ENSG00000278864	AC055811.4	downregulated
ENSG00000179598	PLD6	unresponsive
ENSG00000264187	AC055811.2	unresponsive
ENSG00000154803	FLCN	unresponsive
ENSG00000266498	AC055811.3	upregulated
ENSG00000226359	ACTG1P24	unresponsive
ENSG00000141030	COPS3	unresponsive
ENSG00000205309	NT5M	unresponsive
ENSG00000215030	RPL13P12	unresponsive
ENSG00000227158	AC073621.1	unresponsive
ENSG00000141026	MED9	downregulated
ENSG00000108551	RASD1	upregulated
ENSG00000133027	PEMT	unresponsive
ENSG00000265511	AC020558.2	unresponsive
ENSG00000264666	AC020558.1	unresponsive
ENSG00000223979	SMCR2	unresponsive
ENSG00000274836	RF02178	unresponsive
ENSG00000108557	RAI1	unresponsive
ENSG00000072310	SREBF1	unresponsive
ENSG00000207839	MIR33B	unresponsive
ENSG00000175662	TOM1L2	unresponsive
ENSG00000197815	AC122129.1	unresponsive
ENSG00000171962	DRC3	unresponsive
ENSG00000171953	ATPAF2	unresponsive
ENSG00000232344	AC087163.2	unresponsive
ENSG00000280198	AC087163.3	unresponsive
ENSG00000141034	GID4	unresponsive
ENSG00000108591	DRG2	unresponsive
ENSG00000279428	AC087164.2	unresponsive
ENSG00000091536	MYO15A	unresponsive
ENSG00000266677	AC087164.1	unresponsive
ENSG00000091542	ALKBH5	unresponsive
ENSG00000131899	LLGL1	unresponsive
ENSG00000177731	FLII	unresponsive
ENSG00000177427	MIEF2	unresponsive
ENSG00000260647	AC127537.1	unresponsive
ENSG00000177302	TOP3A	unresponsive
ENSG00000176994	SMCR8	unresponsive
ENSG00000176974	SHMT1	unresponsive
ENSG00000214860	EVPLL	unresponsive
ENSG00000264177	AL353997.2	unresponsive
ENSG00000220161	LINC02076	unresponsive
ENSG00000186831	KRT17P2	unresponsive
ENSG00000214856	KRT16P1	unresponsive
ENSG00000229526	KRT16P4	unresponsive
ENSG00000171916	LGALS9C	unresponsive
ENSG00000273018	FAM106A	unresponsive
ENSG00000233327	USP32P2	unresponsive
ENSG00000213077	NA	unresponsive
ENSG00000227689	SRP68P2	unresponsive
ENSG00000154874	CCDC144B	unresponsive
ENSG00000227077	AC107983.1	unresponsive
ENSG00000189375	TBC1D28	unresponsive
ENSG00000174977	AC026271.1	unresponsive
ENSG00000249459	ZNF286B	unresponsive
ENSG00000264885	AC026271.3	unresponsive
ENSG00000240445	FOXO3B	unresponsive
ENSG00000224126	UBE2SP2	unresponsive
ENSG00000108448	TRIM16L	unresponsive
ENSG00000171931	FBXW10	upregulated
ENSG00000171928	TVP23B	unresponsive
ENSG00000265478	AC107982.3	unresponsive
ENSG00000250111	AC107982.1	upregulated
ENSG00000141127	PRPSAP2	unresponsive
ENSG00000264273	AC107982.2	unresponsive
ENSG00000235672	AC090286.2	unresponsive
ENSG00000154025	SLC5A10	unresponsive
ENSG00000188522	FAM83G	unresponsive
ENSG00000154016	GRAP	unresponsive
ENSG00000265185	SNORD3B-1	upregulated
ENSG00000262074	SNORD3B-2	upregulated
ENSG00000228157	AC007952.2	unresponsive
ENSG00000262202	AC007952.4	upregulated
ENSG00000189152	GRAPL	unresponsive
ENSG00000197665	AC007952.1	unresponsive
ENSG00000266311	AC007952.8	unresponsive
ENSG00000263934	SNORD3A	upregulated
ENSG00000264940	SNORD3C	upregulated
ENSG00000072134	EPN2	unresponsive
ENSG00000281856	AC106017.2	unresponsive
ENSG00000235397	EPN2-AS1	unresponsive
ENSG00000265263	AC124066.1	unresponsive
ENSG00000108641	B9D1	unresponsive
ENSG00000166484	MAPK7	unresponsive
ENSG00000166482	MFAP4	unresponsive
ENSG00000128482	RNF112	unresponsive
ENSG00000265126	AC004448.3	unresponsive
ENSG00000235979	AC004448.2	upregulated
ENSG00000189343	RPS2P46	unresponsive
ENSG00000142494	SLC47A1	unresponsive
ENSG00000266079	SNORA59B	unresponsive
ENSG00000262769	AC025627.1	unresponsive
ENSG00000231625	SLC47A1P2	unresponsive
ENSG00000072210	ALDH3A2	unresponsive
ENSG00000180638	SLC47A2	unresponsive
ENSG00000262681	AC005722.2	unresponsive
ENSG00000264785	AC005722.3	unresponsive
ENSG00000108602	ALDH3A1	unresponsive
ENSG00000083290	ULK2	unresponsive
ENSG00000270091	AC015726.1	unresponsive
ENSG00000108599	AKAP10	unresponsive
ENSG00000266126	AC005730.3	unresponsive
ENSG00000261033	AC005730.2	unresponsive
ENSG00000128487	SPECC1	unresponsive
ENSG00000154898	CCDC144CP	unresponsive
ENSG00000214832	UPF3AP2	unresponsive
ENSG00000189423	USP32P3	unresponsive
ENSG00000237911	SRP68P3	unresponsive
ENSG00000230528	NOS2P3	unresponsive
ENSG00000170298	LGALS9B	unresponsive
ENSG00000214822	KRT16P3	upregulated
ENSG00000266925	AC015818.8	unresponsive
ENSG00000231645	KRT17P6	unresponsive
ENSG00000205215	KRT17P7	unresponsive
ENSG00000260907	AC015818.2	unresponsive
ENSG00000265916	AC015818.6	unresponsive
ENSG00000267075	AC015818.9	unresponsive
ENSG00000263946	AC015818.3	unresponsive
ENSG00000231258	ZSWIM5P2	unresponsive
ENSG00000188013	MEIS3P2	unresponsive
ENSG00000226981	ABHD17AP6	unresponsive
ENSG00000233098	CCDC144NL-AS1	unresponsive
ENSG00000264660	AC107926.1	unresponsive
ENSG00000124422	USP22	unresponsive
ENSG00000263986	AC087393.2	unresponsive
ENSG00000109016	DHRS7B	unresponsive
ENSG00000178307	TMEM11	unresponsive
ENSG00000235530	AC087294.1	unresponsive
ENSG00000274180	NATD1	unresponsive
ENSG00000034152	MAP2K3	unresponsive
ENSG00000184185	KCNJ12	unresponsive
ENSG00000265881	PDLIM1P2	unresponsive
ENSG00000212719	C17orf51	unresponsive
ENSG00000266466	AC233702.7	downregulated
ENSG00000260458	KCNJ18	unresponsive
ENSG00000263563	UBBP4	unresponsive
ENSG00000264956	AC138761.3	unresponsive
ENSG00000109046	WSB1	unresponsive
ENSG00000266313	AC026254.2	unresponsive
ENSG00000265683	SYPL1P2	unresponsive
ENSG00000141068	KSR1	unresponsive
ENSG00000263368	AC069366.1	unresponsive
ENSG00000266872	AC015688.6	unresponsive
ENSG00000168961	LGALS9	upregulated
ENSG00000266786	LGALS9DP	unresponsive
ENSG00000007171	NOS2	unresponsive
ENSG00000266527	AC005697.2	unresponsive
ENSG00000232859	LYRM9	unresponsive
ENSG00000087095	NLK	unresponsive
ENSG00000237575	PYY2	upregulated
ENSG00000264486	AC061975.4	upregulated
ENSG00000260777	AC061975.1	upregulated
ENSG00000266306	AC061975.5	unresponsive
ENSG00000109084	TMEM97	unresponsive
ENSG00000109083	IFT20	unresponsive
ENSG00000109079	TNFAIP1	downregulated
ENSG00000004142	POLDIP2	unresponsive
ENSG00000244045	TMEM199	unresponsive
ENSG00000265618	AC002094.2	unresponsive
ENSG00000004139	SARM1	unresponsive
ENSG00000109072	VTN	unresponsive
ENSG00000076351	SLC46A1	unresponsive
ENSG00000265254	AC015917.2	unresponsive
ENSG00000258472	AC005726.1	unresponsive
ENSG00000263266	RPS7P1	unresponsive
ENSG00000007216	SLC13A2	unresponsive
ENSG00000109101	FOXN1	unresponsive
ENSG00000109103	UNC119	unresponsive
ENSG00000087111	PIGS	unresponsive
ENSG00000109107	ALDOC	unresponsive
ENSG00000265168	AC005726.4	unresponsive
ENSG00000076382	SPAG5	unresponsive
ENSG00000227543	SPAG5-AS1	unresponsive
ENSG00000264608	AC005726.3	unresponsive
ENSG00000265287	AC005726.5	unresponsive
ENSG00000167524	SGK494	unresponsive
ENSG00000007202	KIAA0100	unresponsive
ENSG00000264044	AC005726.2	unresponsive
ENSG00000132581	SDF2	unresponsive
ENSG00000240494	RPS12P28	unresponsive
ENSG00000109111	SUPT6H	unresponsive
ENSG00000265205	AC010761.3	unresponsive
ENSG00000167525	PROCA1	unresponsive
ENSG00000109113	RAB34	unresponsive
ENSG00000198242	RPL23A	unresponsive
ENSG00000264577	AC010761.1	unresponsive
ENSG00000238578	SNORD4A	unresponsive
ENSG00000160606	TLCD1	unresponsive
ENSG00000160602	NEK8	unresponsive
ENSG00000267729	AC010761.6	unresponsive
ENSG00000265073	AC010761.2	unresponsive
ENSG00000076604	TRAF4	unresponsive
ENSG00000265474	AC010761.4	unresponsive
ENSG00000265840	AC010761.5	unresponsive
ENSG00000173065	FAM222B	unresponsive
ENSG00000132591	ERAL1	unresponsive
ENSG00000132589	FLOT2	unresponsive
ENSG00000264304	AC024267.3	unresponsive
ENSG00000266642	AC024267.6	unresponsive
ENSG00000167536	DHRS13	unresponsive
ENSG00000109118	PHF12	unresponsive
ENSG00000265845	AC024267.4	unresponsive
ENSG00000265908	AC024267.5	unresponsive
ENSG00000179761	PIPOX	unresponsive
ENSG00000063015	SEZ6	unresponsive
ENSG00000276995	NA	unresponsive
ENSG00000196535	MYO18A	unresponsive
ENSG00000221995	TIAF1	upregulated
ENSG00000178082	TWF1P1	unresponsive
ENSG00000108255	CRYBA1	upregulated
ENSG00000108256	NUFIP2	unresponsive
ENSG00000264808	AC068025.1	unresponsive
ENSG00000160551	TAOK1	unresponsive
ENSG00000168792	ABHD15	unresponsive
ENSG00000264031	ABHD15-AS1	unresponsive
ENSG00000167543	TP53I13	unresponsive
ENSG00000264290	AC104564.3	unresponsive
ENSG00000108262	GIT1	unresponsive
ENSG00000198720	ANKRD13B	unresponsive
ENSG00000264647	AC104564.4	unresponsive
ENSG00000167549	CORO6	unresponsive
ENSG00000264007	AC104564.2	unresponsive
ENSG00000141298	SSH2	unresponsive
ENSG00000265625	AC104564.5	unresponsive
ENSG00000263657	AC023389.1	unresponsive
ENSG00000176927	EFCAB5	unresponsive
ENSG00000265394	AC104984.2	unresponsive
ENSG00000126653	NSRP1	unresponsive
ENSG00000266919	AC104984.5	unresponsive
ENSG00000108576	SLC6A4	upregulated
ENSG00000264125	AC104984.1	unresponsive
ENSG00000108578	BLMH	unresponsive
ENSG00000108582	CPD	unresponsive
ENSG00000108587	GOSR1	unresponsive
ENSG00000266733	TBC1D29P	unresponsive
ENSG00000231870	KRT17P3	unresponsive
ENSG00000231421	AC011840.1	unresponsive
ENSG00000214719	AC005562.1	unresponsive
ENSG00000248121	SMURF2P1	unresponsive
ENSG00000264943	SH3GL1P2	unresponsive
ENSG00000250462	LRRC37BP1	unresponsive
ENSG00000264538	SUZ12P1	unresponsive
ENSG00000279337	AC127024.7	unresponsive
ENSG00000280069	AC127024.8	downregulated
ENSG00000176390	CRLF3	unresponsive
ENSG00000266490	AC127024.5	unresponsive
ENSG00000276250	AC127024.6	unresponsive
ENSG00000242439	AC127024.1	unresponsive
ENSG00000176208	ATAD5	unresponsive
ENSG00000265334	AC130324.2	unresponsive
ENSG00000172171	TEFM	unresponsive
ENSG00000275185	AC130324.3	unresponsive
ENSG00000184060	ADAP2	unresponsive
ENSG00000230113	AC138207.1	unresponsive
ENSG00000266274	RN7SL138P	unresponsive
ENSG00000265743	AC138207.5	unresponsive
ENSG00000181481	RNF135	unresponsive
ENSG00000264456	AC138207.4	unresponsive
ENSG00000266340	AC138207.7	unresponsive
ENSG00000266865	AC138207.8	unresponsive
ENSG00000265798	AC138207.6	unresponsive
ENSG00000264107	AC138207.2	unresponsive
ENSG00000196712	NF1	unresponsive
ENSG00000126861	OMG	unresponsive
ENSG00000185862	EVI2B	unresponsive
ENSG00000263535	AK4P1	unresponsive
ENSG00000131242	RAB11FIP4	unresponsive
ENSG00000278977	AC003101.3	unresponsive
ENSG00000207614	MIR193A	unresponsive
ENSG00000278546	AC003101.2	unresponsive
ENSG00000172301	COPRS	unresponsive
ENSG00000108651	UTP6	unresponsive
ENSG00000263990	AC004253.1	unresponsive
ENSG00000178691	SUZ12	unresponsive
ENSG00000185158	LRRC37B	unresponsive
ENSG00000266777	SH3GL1P1	upregulated
ENSG00000278867	AC090616.6	unresponsive
ENSG00000277511	AC116407.2	unresponsive
ENSG00000214708	AC116407.1	unresponsive
ENSG00000126858	RHOT1	unresponsive
ENSG00000265293	ARGFXP2	unresponsive
ENSG00000280033	AC116407.4	unresponsive
ENSG00000280020	AC116407.3	unresponsive
ENSG00000141314	RHBDL3	unresponsive
ENSG00000108666	C17orf75	unresponsive
ENSG00000265139	AC005899.3	unresponsive
ENSG00000010244	ZNF207	unresponsive
ENSG00000278668	AC005899.7	unresponsive
ENSG00000279762	AC005899.8	unresponsive
ENSG00000108671	PSMD11	unresponsive
ENSG00000176749	CDK5R1	upregulated
ENSG00000176658	MYO1D	unresponsive
ENSG00000266718	AC079336.5	unresponsive
ENSG00000226377	AC084809.1	unresponsive
ENSG00000108684	ASIC2	unresponsive
ENSG00000226049	TLK2P1	unresponsive
ENSG00000261156	LINC01989	unresponsive
ENSG00000108691	CCL2	unresponsive
ENSG00000108688	CCL7	downregulated
ENSG00000108700	CCL8	unresponsive
ENSG00000132141	CCT6B	unresponsive
ENSG00000198783	ZNF830	downregulated
ENSG00000005156	LIG3	unresponsive
ENSG00000092871	RFFL	unresponsive
ENSG00000273687	AC004223.4	unresponsive
ENSG00000185379	RAD51D	unresponsive
ENSG00000073598	FNDC8	unresponsive
ENSG00000073536	NLE1	unresponsive
ENSG00000266947	AC022916.1	unresponsive
ENSG00000166750	SLFN5	unresponsive
ENSG00000172716	SLFN11	unresponsive
ENSG00000267711	AC060766.6	unresponsive
ENSG00000267547	AC060766.4	unresponsive
ENSG00000267745	AC060766.7	unresponsive
ENSG00000267648	AC060766.5	unresponsive
ENSG00000267102	AC060766.1	unresponsive
ENSG00000172123	SLFN12	unresponsive
ENSG00000154760	SLFN13	unresponsive
ENSG00000205045	SLFN12L	downregulated
ENSG00000267554	AC015911.8	unresponsive
ENSG00000267349	AC015911.5	unresponsive
ENSG00000267321	LINC02001	unresponsive
ENSG00000207297	SNORD7	unresponsive
ENSG00000108733	PEX12	downregulated
ENSG00000006125	AP2B1	unresponsive
ENSG00000267592	AC004134.1	unresponsive
ENSG00000270647	TAF15	unresponsive
ENSG00000270885	RASL10B	unresponsive
ENSG00000270765	GAS2L2	unresponsive
ENSG00000270871	AC015849.3	unresponsive
ENSG00000270379	HEATR9	unresponsive
ENSG00000271503	CCL5	unresponsive
ENSG00000270977	AC015849.5	unresponsive
ENSG00000271013	LRRC37A9P	unresponsive
ENSG00000278023	RDM1	unresponsive
ENSG00000276241	AC243829.2	unresponsive
ENSG00000274808	TBC1D3B	unresponsive
ENSG00000276085	CCL3L1	unresponsive
ENSG00000274933	TBC1D3I	unresponsive
ENSG00000261499	AC233699.1	unresponsive
ENSG00000260287	TBC1D3G	unresponsive
ENSG00000274226	TBC1D3H	unresponsive
ENSG00000275954	TBC1D3F	unresponsive
ENSG00000274658	TBC1D3J	unresponsive
ENSG00000273611	ZNHIT3	unresponsive
ENSG00000274164	RNA5SP439	unresponsive
ENSG00000278259	MYO19	unresponsive
ENSG00000277161	PIGW	unresponsive
ENSG00000278311	GGNBP2	unresponsive
ENSG00000274756	AC243732.1	unresponsive
ENSG00000278535	DHRS11	unresponsive
ENSG00000278619	MRM1	unresponsive
ENSG00000275720	AC243830.2	unresponsive
ENSG00000275700	AATF	unresponsive
ENSG00000277911	AC243773.2	unresponsive
ENSG00000277589	AC244093.4	unresponsive
ENSG00000278638	AC244093.5	upregulated
ENSG00000278540	ACACA	unresponsive
ENSG00000274308	AC244093.1	upregulated
ENSG00000275029	HMGB1P24	upregulated
ENSG00000276234	TADA2A	unresponsive
ENSG00000276023	DUSP14	unresponsive
ENSG00000275066	SYNRG	unresponsive
ENSG00000277688	AC243585.2	unresponsive
ENSG00000278053	DDX52	unresponsive
ENSG00000277501	AC243571.2	unresponsive
ENSG00000273513	TBC1D3K	unresponsive
ENSG00000274512	TBC1D3L	unresponsive
ENSG00000278299	TBC1D3C	unresponsive
ENSG00000274419	TBC1D3D	unresponsive
ENSG00000278599	TBC1D3E	unresponsive
ENSG00000274615	AC233968.1	unresponsive
ENSG00000274611	TBC1D3	unresponsive
ENSG00000274487	AC244154.1	unresponsive
ENSG00000278845	MRPL45	unresponsive
ENSG00000277399	GPR179	upregulated
ENSG00000274211	SOCS7	unresponsive
ENSG00000275832	ARHGAP23	unresponsive
ENSG00000276170	AC244153.1	unresponsive
ENSG00000277363	SRCIN1	unresponsive
ENSG00000273604	EPOP	unresponsive
ENSG00000277969	AC006449.6	unresponsive
ENSG00000275532	AC006449.2	unresponsive
ENSG00000275023	MLLT6	unresponsive
ENSG00000275665	AC006449.3	unresponsive
ENSG00000279119	AC006449.7	unresponsive
ENSG00000277972	CISD3	unresponsive
ENSG00000276036	RNA5SP440	unresponsive
ENSG00000277258	PCGF2	unresponsive
ENSG00000277182	AC006449.5	unresponsive
ENSG00000277791	PSMB3	unresponsive
ENSG00000276293	PIP4K2B	unresponsive
ENSG00000273559	CWC25	unresponsive
ENSG00000275489	C17orf98	unresponsive
ENSG00000125691	RPL23	unresponsive
ENSG00000244086	AC110749.1	unresponsive
ENSG00000002834	LASP1	unresponsive
ENSG00000263466	AC006441.1	unresponsive
ENSG00000265784	AC006441.3	unresponsive
ENSG00000263874	LINC00672	upregulated
ENSG00000204952	FBXO47	unresponsive
ENSG00000214553	LRRC37A11P	unresponsive
ENSG00000263818	RDM1P5	unresponsive
ENSG00000161381	PLXDC1	unresponsive
ENSG00000266101	AC004408.1	unresponsive
ENSG00000067191	CACNB1	upregulated
ENSG00000108298	RPL19	unresponsive
ENSG00000141750	STAC2	unresponsive
ENSG00000108306	FBXL20	unresponsive
ENSG00000266469	AC005288.1	unresponsive
ENSG00000125686	MED1	unresponsive
ENSG00000167258	CDK12	unresponsive
ENSG00000273576	AC009283.1	unresponsive
ENSG00000171532	NEUROD2	unresponsive
ENSG00000214546	AC087491.1	unresponsive
ENSG00000131771	PPP1R1B	unresponsive
ENSG00000131748	STARD3	unresponsive
ENSG00000173991	TCAP	unresponsive
ENSG00000141744	PNMT	unresponsive
ENSG00000161395	PGAP3	unresponsive
ENSG00000141736	ERBB2	unresponsive
ENSG00000141741	MIEN1	unresponsive
ENSG00000141738	GRB7	upregulated
ENSG00000073605	GSDMB	upregulated
ENSG00000172057	ORMDL3	unresponsive
ENSG00000264968	AC090844.2	unresponsive
ENSG00000108344	PSMD3	unresponsive
ENSG00000265799	AC090844.3	upregulated
ENSG00000108342	CSF3	unresponsive
ENSG00000008838	MED24	unresponsive
ENSG00000238793	SNORD124	unresponsive
ENSG00000126351	THRA	unresponsive
ENSG00000126368	NR1D1	unresponsive
ENSG00000279199	AC068669.1	unresponsive
ENSG00000188895	MSL1	unresponsive
ENSG00000108349	CASC3	unresponsive
ENSG00000108352	RAPGEFL1	unresponsive
ENSG00000171475	WIPF2	unresponsive
ENSG00000094804	CDC6	unresponsive
ENSG00000131759	RARA	unresponsive
ENSG00000265666	RARA-AS1	unresponsive
ENSG00000278918	AC080112.3	unresponsive
ENSG00000266208	AC080112.1	unresponsive
ENSG00000183153	GJD3	unresponsive
ENSG00000131747	TOP2A	unresponsive
ENSG00000222881	RF00019	unresponsive
ENSG00000240125	RPL23AP75	upregulated
ENSG00000141753	IGFBP4	unresponsive
ENSG00000279806	AC018629.1	unresponsive
ENSG00000131746	TNS4	unresponsive
ENSG00000266088	AC004585.1	downregulated
ENSG00000126353	CCR7	unresponsive
ENSG00000073584	SMARCE1	unresponsive
ENSG00000264058	AC073508.2	unresponsive
ENSG00000278834	AC073508.3	unresponsive
ENSG00000186395	KRT10	unresponsive
ENSG00000167920	TMEM99	unresponsive
ENSG00000187242	KRT12	unresponsive
ENSG00000171431	KRT20	unresponsive
ENSG00000234477	AC004231.1	unresponsive
ENSG00000108244	KRT23	downregulated
ENSG00000204889	KRT40	unresponsive
ENSG00000212724	KRTAP2-3	upregulated
ENSG00000240871	KRTAP4-7	unresponsive
ENSG00000198443	KRTAP4-1	unresponsive
ENSG00000131737	KRT34	unresponsive
ENSG00000234859	AC003958.2	unresponsive
ENSG00000225438	KRT41P	unresponsive
ENSG00000171401	KRT13	unresponsive
ENSG00000229732	AC019349.1	unresponsive
ENSG00000171346	KRT15	unresponsive
ENSG00000171345	KRT19	unresponsive
ENSG00000171403	KRT9	upregulated
ENSG00000186847	KRT14	upregulated
ENSG00000186832	KRT16	upregulated
ENSG00000128422	KRT17	unresponsive
ENSG00000214514	KRT42P	unresponsive
ENSG00000173812	EIF1	unresponsive
ENSG00000184502	GAST	unresponsive
ENSG00000173805	HAP1	upregulated
ENSG00000173801	JUP	unresponsive
ENSG00000141696	P3H4	unresponsive
ENSG00000141756	FKBP10	unresponsive
ENSG00000141698	NT5C3B	unresponsive
ENSG00000161594	KLHL10	unresponsive
ENSG00000259623	AC125257.1	unresponsive
ENSG00000178502	KLHL11	unresponsive
ENSG00000131473	ACLY	unresponsive
ENSG00000274630	AC125257.2	unresponsive
ENSG00000204815	TTC25	unresponsive
ENSG00000173786	CNP	unresponsive
ENSG00000168259	DNAJC7	unresponsive
ENSG00000168256	NKIRAS2	unresponsive
ENSG00000187595	ZNF385C	unresponsive
ENSG00000267221	C17orf113	unresponsive
ENSG00000108771	DHX58	unresponsive
ENSG00000108773	KAT2A	unresponsive
ENSG00000260325	HSPB9	upregulated
ENSG00000108774	RAB5C	unresponsive
ENSG00000267658	AC099811.3	unresponsive
ENSG00000089558	KCNH4	unresponsive
ENSG00000167925	GHDC	unresponsive
ENSG00000173757	STAT5B	unresponsive
ENSG00000267758	AC099811.4	upregulated
ENSG00000236194	AC099811.1	upregulated
ENSG00000278829	AC099811.5	upregulated
ENSG00000126561	STAT5A	unresponsive
ENSG00000168610	STAT3	unresponsive
ENSG00000177469	CAVIN1	unresponsive
ENSG00000033627	ATP6V0A1	unresponsive
ENSG00000267632	AC067852.3	unresponsive
ENSG00000265611	NA	downregulated
ENSG00000267185	PTP4A2P1	unresponsive
ENSG00000108784	NAGLU	unresponsive
ENSG00000108785	HSD17B1P1	unresponsive
ENSG00000108786	HSD17B1	unresponsive
ENSG00000266962	AC067852.2	unresponsive
ENSG00000068120	COASY	unresponsive
ENSG00000108788	MLX	unresponsive
ENSG00000131470	PSMC3IP	unresponsive
ENSG00000141699	RETREG3	unresponsive
ENSG00000131462	TUBG1	unresponsive
ENSG00000037042	TUBG2	unresponsive
ENSG00000068137	PLEKHH3	upregulated
ENSG00000184451	CCR10	unresponsive
ENSG00000267042	AC100793.2	unresponsive
ENSG00000108797	CNTNAP1	unresponsive
ENSG00000267765	AC100793.3	unresponsive
ENSG00000108799	EZH1	unresponsive
ENSG00000197291	RAMP2-AS1	unresponsive
ENSG00000131477	RAMP2	unresponsive
ENSG00000131475	VPS25	unresponsive
ENSG00000126562	WNK4	unresponsive
ENSG00000183978	COA3	unresponsive
ENSG00000176563	CNTD1	unresponsive
ENSG00000126581	BECN1	unresponsive
ENSG00000131467	PSME3	unresponsive
ENSG00000131480	AOC2	upregulated
ENSG00000131471	AOC3	upregulated
ENSG00000260105	AOC4P	unresponsive
ENSG00000213373	LINC00671	unresponsive
ENSG00000266967	AARSD1	downregulated
ENSG00000108825	PTGES3L-AARSD1	unresponsive
ENSG00000267060	PTGES3L	unresponsive
ENSG00000198863	RUNDC1	unresponsive
ENSG00000281079	NA	unresponsive
ENSG00000131469	RPL27	unresponsive
ENSG00000068079	IFI35	unresponsive
ENSG00000108828	VAT1	unresponsive
ENSG00000108830	RND2	unresponsive
ENSG00000012048	BRCA1	unresponsive
ENSG00000240828	RPL21P4	unresponsive
ENSG00000198496	NBR2	unresponsive
ENSG00000267681	AC135721.1	unresponsive
ENSG00000267002	AC060780.1	unresponsive
ENSG00000267595	AC060780.3	unresponsive
ENSG00000267340	AC060780.2	unresponsive
ENSG00000188554	NBR1	unresponsive
ENSG00000184988	TMEM106A	unresponsive
ENSG00000236383	CCDC200	unresponsive
ENSG00000274585	RNU2-1	unresponsive
ENSG00000275616	RF00004	upregulated
ENSG00000273709	RF00004	upregulated
ENSG00000274432	RF00004	unresponsive
ENSG00000278048	RF00004	unresponsive
ENSG00000276596	RF00004	unresponsive
ENSG00000277903	RF00004	unresponsive
ENSG00000278774	RF00004	unresponsive
ENSG00000274862	RF00004	unresponsive
